label,subject,rid,maxabs,min_iqr,deadfrac
0,1,sub-001_ses-01_task-szMonitoring_run-01,8.889718055725098,0.0389510840177536,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-01,22.22027587890625,0.03873234987258911,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-01,28.2009334564209,0.06578090786933899,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-01,26.127485275268555,0.06861790269613266,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-01,10.693360328674316,0.03748185932636261,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-01,25.965068817138672,0.041781745851039886,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-01,35.61119842529297,0.050242483615875244,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-01,15.14424991607666,0.038046956062316895,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-01,35.81974792480469,0.04856494814157486,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-02,29.98923110961914,0.07018408179283142,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-02,4.700962543487549,0.0654057189822197,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-03,21.797317504882812,0.05688841640949249,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-03,22.365066528320312,0.05148247629404068,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-03,21.707969665527344,0.06491883099079132,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-03,21.441930770874023,0.0629306435585022,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-03,21.533958435058594,0.053136251866817474,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-03,21.713638305664062,0.05837389826774597,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-03,22.005428314208984,0.05279862880706787,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-03,9.196916580200195,0.06291335821151733,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-03,23.444107055664062,0.10779770463705063,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-03,21.151084899902344,0.07144002616405487,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-03,35.295440673828125,0.03361129388213158,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-03,14.475093841552734,0.07357579469680786,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-03,40.27961730957031,0.10249356180429459,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-03,33.306915283203125,0.13599314540624619,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-03,38.44630432128906,0.043795082718133926,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-03,49.815467834472656,0.038328997790813446,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-03,8.392120361328125,0.0886540487408638,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-03,30.772174835205078,0.046080105006694794,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-04,14.052978515625,0.06414610147476196,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-04,26.576881408691406,0.10379945486783981,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-04,13.822587013244629,0.09430322051048279,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-04,29.738256454467773,0.09166453033685684,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-04,13.226741790771484,0.13051201403141022,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-04,12.212089538574219,0.09172323346138,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-05,20.66106414794922,0.12069104984402657,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-05,19.975425720214844,0.11701857298612595,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-05,20.834379196166992,0.12126347422599792,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-05,20.052913665771484,0.11470450460910797,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-05,19.39784812927246,0.12105296552181244,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-05,20.511003494262695,0.11814425513148308,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-05,30.08970832824707,0.06961163133382797,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-05,13.735733985900879,0.057147979736328125,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-05,33.56678771972656,0.06633728742599487,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-05,29.069856643676758,0.052783235907554626,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-05,44.97042465209961,0.047196678817272186,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-05,39.92116928100586,0.04245104640722275,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-05,14.983731269836426,0.04740384966135025,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-05,7.7091803550720215,0.10841748863458633,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-05,11.893301010131836,0.05821073800325394,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-05,16.460660934448242,0.1402861326932907,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-06,19.412464141845703,0.03328043967485428,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-06,15.63866901397705,0.12987222522497177,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-06,23.960180282592773,0.08262857794761658,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-07,24.541833877563477,0.09279816597700119,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-07,42.58392333984375,0.06498883664608002,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-07,36.221900939941406,0.07044245302677155,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-07,48.05033493041992,0.06063571572303772,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-07,48.2154426574707,0.06039849668741226,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-07,46.051490783691406,0.06371907889842987,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-07,19.074359893798828,0.10039913654327393,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-07,45.357261657714844,0.06473012268543243,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-07,11.88325309753418,0.13483437150716782,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-07,13.339909553527832,0.06261105835437775,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-07,10.658147811889648,0.08064499497413635,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-07,8.94666862487793,0.1605357751250267,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-07,21.042556762695312,0.0706755667924881,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-07,21.70213508605957,0.07192046195268631,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-07,30.822547912597656,0.07417560368776321,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-08,32.74414825439453,0.05106405168771744,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-08,40.45643997192383,0.06462785601615906,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-08,41.91548156738281,0.05625095218420029,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-08,32.00761795043945,0.052546046674251556,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-08,39.96036911010742,0.05951693654060364,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-08,39.406368255615234,0.06225114315748215,0.0
1,1,sub-001_ses-01_task-szMonitoring_run-08,29.09760093688965,0.055717870593070984,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-08,19.223644256591797,0.04352515563368797,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-08,15.598217964172363,0.03938225656747818,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-08,5.0220112800598145,0.0797993391752243,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-08,16.789920806884766,0.04483941197395325,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-08,14.218266487121582,0.07293634116649628,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-08,7.912425518035889,0.060609884560108185,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-08,10.889071464538574,0.0876794382929802,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-08,30.208799362182617,0.07355478405952454,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-08,17.030954360961914,0.041747674345970154,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-09,27.10306739807129,0.06360036507248878,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-09,34.40336990356445,0.041924554854631424,0.0
0,1,sub-001_ses-01_task-szMonitoring_run-09,12.033748626708984,0.07903500646352768,0.0
